sample_key,case_id,suggested_method,proposed_new_category,reason
259,book3_r1\74.json,数学计算\事件发生概率及独立性,,本题是一个经典的条件概率计算问题：已知第一次抛掷结果为正面，求三次抛掷中至少获得两个正面的概率。这涉及条件概率的计算以及公平硬币各次抛掷的独立性假设，完全属于'事件发生概率及独立性'这一二级类目的范畴。
260,book3_r1\75.json,数学计算\事件发生概率及独立性,,该问题要求在将200人（100男100女）随机分成两组的前提下，计算每组恰好各含50男50女的概率。这是一个基于组合计数和概率规则计算特定事件发生概率的经典问题，属于'事件发生概率及独立性'二级类目，涉及超几何分布/组合概率的计算。
261,book3_r1\76.json,数值计算\获取模型参数估计值,,题目给定了指数分布模型（constant failure rate λ 意味着寿命服从指数分布），已知生存概率 P(T>720)=0.80，需要通过方程 e^{-λ·720}=0.80 求解参数 λ。这属于在给定模型和已知条件下，通过解析方法求参数估计值的问题，符合'数值计算\获取模型参数估计值'的定义。
262,book3_r1\76.json,数学计算\事件发生概率及独立性,,该问题基于指数分布的无记忆性（memoryless property），已知常数失效率λ和P(T>720)=0.80，需要先求出λ，然后利用条件概率P(T>800|T>600)计算。由于指数分布的无记忆性，P(T>800|T>600)=P(T>200)。这本质上是一个条件概率计算问题，属于'事件发生概率及独立性'类目，涉及根据概率规则和分布假设计算事件概率。
263,book3_r1\76.json,数学计算\事件发生概率及独立性,,该问题要求在已知指数分布（常数失效率λ）的条件下，利用无记忆性或条件概率公式计算机器在720小时正常运行的前提下于900小时内失效的概率。这属于根据分布假设和概率规则（条件概率）计算事件发生概率的问题，与'事件发生概率及独立性'二级类目完全吻合。
267,book3_r1\78.json,分类与预测\生存分析,,本题给定故障率函数（hazard function）h(t)，要求推导可靠性函数 R(t)。可靠性函数即生存函数 S(t)，通过 R(t) = exp(-∫₀ᵗ h(u)du) 计算。这属于生存分析的核心内容，涉及生存函数、风险函数等概念，与'生存分析'二级类目完全吻合。
268,book3_r1\78.json,数学计算\期望,,MTTF（Mean Time To Failure）是可靠性工程中的关键指标，本质上是寿命随机变量的数学期望。计算MTTF需要根据给定的故障率函数h(t)先求出可靠度函数R(t)=exp(-∫₀ᵗh(u)du)，再计算期望E[T]=∫₀∞R(t)dt。这属于基于概率分布计算随机变量期望值的问题，与'数学计算\期望'二级类目完全吻合。
269,book3_r1\79.json,数学计算\分布推导,,该问题的核心是：已知失效时间T服从指数分布（常数失效率），且在18个月内失效的概率不超过5%，求最大可容忍的失效率λ。这本质上是基于指数分布的概率分布性质，利用P(T≤18)=1-e^{-18λ}≤0.05来反解参数λ的数学计算问题。虽然涉及求解参数值，但其核心逻辑是根据分布定义和概率约束进行推导计算，属于'分布推导'范畴——根据分布假设和概率条件推导出参数的约束。同时也可考虑'获取模型参数估计值'，但这里并非基于观测数据的估计，而是基于概率约束的数学推导，因此'分布推导'更为贴切。
270,book3_r1\79.json,数学计算\事件发生概率及独立性,,该问题要求在已知失效率为常数（指数分布）且已知18个月时存活的条件下，计算汽车在三年内失效的条件概率。这属于根据分布假设和条件概率规则计算事件发生概率的问题，核心是利用指数分布的无记忆性和条件概率公式进行概率计算，符合'事件发生概率及独立性'这一二级类目的定义。
271,book3_r1\80.json,数学计算\事件发生概率及独立性,,该问题首先需要根据给定的概率密度函数计算单个单元在第一个小时内失效的概率（通过对pdf在0到1上积分），然后基于二项分布模型（n=30个独立单元）计算至少2个单元失效的概率，最后计算二项分布的期望和方差。核心任务是根据概率规则和分布假设计算事件发生的概率，属于'事件发生概率及独立性'类目。虽然也涉及期望和方差的计算，但这些是基于已确定的二项分布直接套用公式，问题的核心和主要难点在于概率计算部分。
272,book3_r1\80.json,数学计算\事件发生概率及独立性,,该问题要求计算条件概率：在已知系统存活超过第一小时的条件下，系统在第二小时内失效的概率。这属于根据给定pdf利用条件概率公式 P(1<T≤2 | T>1) = P(1<T≤2)/P(T>1) 进行概率计算的问题，直接对应'事件发生概率及独立性'这一二级类目。
275,book3_r1\82.json,数学计算\事件发生概率及独立性,,该问题要求在所有排列等概率的前提下，计算特定候选人排在第二位的概率。这是一个经典的基于概率规则（均匀分布下的古典概型）计算事件发生概率的问题，属于'事件发生概率及独立性'类目。
277,book3_r1\83.json,数学计算\概率空间相关（如状态数）,,"本题要求从7名女性和4名男性中选出男女人数相等的委员会，需要计算所有可能的组合数（状态数）。这属于基于组合数学计算可能配置数的问题：对每个可能的相等人数k（k=1,2,3,4），分别计算C(7,k)*C(4,k)并求和。这正是'概率空间相关（如状态数）'中排列组合、可能配置数的典型问题。"
279,book3_r1\83.json,数学计算\概率空间相关（如状态数）,,本题要求从11人中选4人组成委员会且必须包含特定一人，核心是基于组合数学计算满足约束条件的可能配置数（即从剩余10人中选3人的组合数）。这属于'概率空间相关（如状态数）'中关于排列组合、可能配置数的计算问题。
280,book3_r1\83.json,数学计算\概率空间相关（如状态数）,,本题要求从7女4男中选出4人委员会（2男2女且Mr. and Mrs. Good不能同时在委员会中），核心是基于组合数学计算满足约束条件的可能配置数（状态数）。这属于'概率空间相关（如状态数）'类目所定义的'基于组合数学计算样本空间大小、可能状态数或可能配置数的问题'。
282,book3_r1\85.json,数学计算\事件发生概率及独立性,,"该问题给定了一个连续型概率密度函数，要求计算在第一年内（即 t∈(0,1]）发生故障的概率，本质上是对已知PDF在指定区间上积分以求事件发生概率。这属于根据分布假设计算事件概率的问题，与'事件发生概率及独立性'类目吻合。"
283,book3_r1\85.json,数学计算\事件发生概率及独立性,,该问题给定了一个概率密度函数，要求计算电动机寿命至少为3年的概率，即 P(T≥3) = ∫_3^∞ f(t)dt。这是根据已知概率分布计算特定事件发生概率的问题，属于'事件发生概率及独立性'类目中基于分布假设计算事件概率的范畴。
284,book3_r1\85.json,描述性统计量\分位数/百分位数,,本题要求在给定连续概率密度函数下，找到使得累积概率不超过3%的时间阈值，即求分布的第3百分位数（0.03分位点）。这本质上是一个分位数/百分位数计算问题：给定分布求满足P(T ≤ t₀) = 0.03的t₀值。虽然涉及对PDF积分求CDF再反求分位数，但核心目标是确定分布的某个分位点，属于'分位数/百分位数'类目。
285,book3_r1\86.json,数学计算\期望,,本题要求计算三个独立同分布随机变量中最大值（顺序统计量）的期望值。这属于典型的数学期望计算问题：需要先推导出最大顺序统计量的分布（利用CDF的幂次关系），然后对其求期望。核心目标是'计算随机变量的数学期望'，与'期望'二级类目的定义完全吻合。
286,book3_r1\87.json,数学计算\分布推导,,本题给定了随机变量的概率密度函数，要求找到一个容量阈值c，使得P(X > c) ≤ 0.01。这本质上是根据已知分布的PDF，通过积分求解分位点的问题——即从概率分布出发，利用CDF反函数求满足特定概率条件的临界值。这属于基于概率分布定义进行数值计算的问题。虽然也可以考虑'分位数/百分位数'类目，但该类目偏向描述性统计中对数据排序后的相对位置计算，而本题是纯粹基于理论概率密度函数的数学推导。'分布推导'类目涵盖了根据概率规则和分布定义推导随机变量概率分布相关量的问题，包括求分位点，因此最为合适。
287,book3_r1\87.json,数学计算\期望,,题目给定了一个连续随机变量的概率密度函数，要求计算该随机变量的数学期望（即每周销售量的期望值）。这属于在已知分布下计算随机变量期望的问题，与'数学计算\期望'二级类目完全吻合。
292,book3_r1\89.json,数学计算\事件发生概率及独立性,,"该问题要求计算两个独立指数分布随机变量各自不超过1000小时的联合概率。核心在于利用独立性条件和已知分布的CDF计算事件概率，即P(X≤1000, Y≤1000) = P(X≤1000) × P(Y≤1000)。这属于根据分布假设和独立性计算事件发生概率的问题，与'事件发生概率及独立性'类目完全吻合。"
293,book3_r1\89.json,数学计算\事件发生概率及独立性,,该问题要求计算两个独立指数分布随机变量之和不超过2000小时的概率。这属于根据已知分布假设和概率规则（卷积或利用Gamma分布性质）计算特定事件发生概率的问题，符合'事件发生概率及独立性'类目的定义，即'根据概率规则、分布假设或列联结构计算事件概率'。
295,book3_r1\90.json,数学计算\期望,,该问题要求计算三个独立同分布随机变量中最小值（即顺序统计量）的期望值。核心任务是基于给定的概率密度函数，推导最小顺序统计量的分布并计算其数学期望。这属于'数学计算\期望'类目，即计算随机变量的数学期望的问题。虽然涉及顺序统计量的分布推导，但问题的最终目标和核心是求期望值，因此归入'期望'最为贴切。
296,book3_r1\91.json,数学计算\期望,,该问题要求计算五个独立同分布随机变量中最小值（即顺序统计量X_(1)）的数学期望。虽然涉及顺序统计量的分布推导作为中间步骤，但问题的最终目标是计算期望值。这属于'数学计算\期望'类目，即计算随机变量的数学期望，包括基于特定分布（此处为Pareto分布的顺序统计量分布）下的期望计算。
297,book3_r1\92.json,数学计算\事件发生概率及独立性,,该问题要求根据给定的概率密度函数计算系统运行至少5个月的概率，即计算P(X≥5) = ∫_5^∞ f(x)dx。这属于根据分布假设和概率规则计算事件发生概率的问题，与'事件发生概率及独立性'二级类目吻合。
298,book3_r1\93.json,数学计算\期望,,本题要求计算四个独立同分布随机变量中最小值（即顺序统计量的最小值）的期望。这属于根据已知分布推导顺序统计量分布后计算数学期望的问题，核心目标是求期望值，属于'数学计算\期望'类目。
299,book3_r1\94.json,数学计算\期望,,该问题要求计算成本函数C(Y)的数学期望E[C(Y)]，其中Y服从几何分布（重复独立试验直到首次成功）。核心任务是基于随机变量Y的分布计算C(Y)=25000Y+5000(Y-1)的期望值，属于典型的'计算随机变量函数的数学期望'问题，与'数学计算\期望'二级类目完全吻合。
300,book3_r1\94.json,数学计算\事件发生概率及独立性,,"该问题的核心是计算一个事件的概率：实验费用超过$500,000的概率。具体来说，需要根据成本函数C(Y) = 25000Y + 5000(Y-1)反推出费用超过$500,000对应的试验次数Y的阈值，然后基于几何分布（每次试验成功概率为0.25，独立试验直到首次成功）计算P(Y > 阈值)。这属于根据概率分布假设和概率规则计算特定事件发生概率的问题，与'事件发生概率及独立性'二级类目吻合。"
301,book3_r1\95.json,数学计算\事件发生概率及独立性,,本题需要利用全概率公式计算'检测结果显示产品有缺陷'的总概率。已知先验缺陷率P(D)=0.05，以及条件概率P(测试阳性|缺陷)=0.92和P(测试阴性|良品)=0.96，需要通过全概率公式P(测试阳性)=P(测试阳性|缺陷)P(缺陷)+P(测试阳性|良品)P(良品)来计算。这属于根据概率规则计算事件发生概率的问题，完全符合'事件发生概率及独立性'这一二级类目的定义。
304,book3_r1\97.json,数学计算\期望,,题目给定了一个随机变量X的累积分布函数（CDF），要求计算其数学期望E(X)。这属于根据分布定义计算随机变量期望值的问题，完全符合'数学计算\期望'类目的定义：'计算随机变量或随机过程的数学期望、均值收益或长期平均结果的问题，包括离散/连续分布下的期望'。
305,book3_r1\98.json,数学计算\期望,,题目给定了一个连续型随机变量的密度函数 f(x)=0.5x^2 e^{-x}（Gamma分布），要求计算该随机变量的数学期望（即索赔金额的期望值）。这属于根据已知概率分布计算随机变量期望的经典问题，完全符合'数学计算\期望'这一二级类目的定义。
307,book3_r1\99.json,数学计算\期望,,该问题给定了随机变量X的累积分布函数F(x)，并要求在具体参数值下计算E(X)，即数学期望。这属于根据已知分布计算随机变量期望值的问题，完全符合'数学计算\期望'类目的定义：'计算随机变量或随机过程的数学期望、均值收益或长期平均结果的问题'。
